player_id,age,display_name,dleague_flag,first_name,height,last_name,position,roster_status,season_exp,team_id,team_name,weight,attempt_2,attempt_3,attempt_at_rim_2,attempt_cut_run_2,attempt_drive_2,attempt_jumper_2,attempt_jumper_3,attempt_off_dribble_2,attempt_off_dribble_3,attempt_post_2,made_2,made_3,made_at_rim_2,made_cut_run_2,made_drive_2,made_jumper_2,made_jumper_3,made_off_dribble_2,made_off_dribble_3,made_post_2,total_attempt,total_made,catch_shoot_freq,ast,blk,blk_a,dreb,fta,ftm,gp,min_game,oreb,pf,pfd,reb,stl,tov,c_dreb_game,c_oreb_game,avg_speed_def,avg_speed_off,avg_speed_tot,mi_game_def,mi_game_off,mi_game_tot,d_fga_mid,d_fga_overall,d_fga_paint,d_fga_perim,d_fga_threes,d_fgm_mid,d_fgm_overall,d_fgm_paint,d_fgm_perim,d_fgm_threes,pass_total
202683,8947,Enes Kanter,N,Enes,83,Kanter,Center,Active,5,1610612760,Thunder,245,883.0,45.0,367.0,15.0,28.0,307.0,45.0,9.0,0.0,77.0,466.0,16.0,243.0,10.0,22.0,104.0,16.0,6.0,0.0,40.0,928.0,482.0,0.271,0.7,0.4,1.0,5.3,3.1,2.4,75.0,28.5,3.7,2.5,2.6,8.9,0.5,1.9,1.5,3.05,3.79,4.45,4.12,0.89,1.06,1.95,2.86,11.91,4.57,4.48,1.76,1.25,5.93,2.8,1.88,0.65,3050.25
202684,9381,Tristan Thompson,N,Tristan,81,Thompson,Center,Active,5,1610612739,Cavaliers,238,488.0,0.0,248.0,5.0,7.0,103.0,0.0,9.0,0.0,35.0,267.0,0.0,174.0,3.0,6.0,28.0,0.0,5.0,0.0,14.0,488.0,267.0,0.044,0.5,0.7,0.6,4.7,3.0,1.9,82.0,26.8,3.3,2.3,2.8,8.0,0.4,1.0,1.14,2.58,3.95,4.5,4.23,0.87,1.03,1.89,2.85,11.06,4.49,3.72,1.8,1.09,5.2,2.6,1.51,0.59,1963.44
202685,8961,Jonas Valanciunas,N,Jonas,84,Valanciunas,Center,Active,4,1610612761,Raptors,255,651.0,1.0,188.0,28.0,60.0,101.0,1.0,7.0,0.0,154.0,373.0,0.0,129.0,14.0,34.0,33.0,0.0,3.0,0.0,85.0,652.0,373.0,0.051,0.5,1.2,0.8,6.0,3.5,2.7,80.0,26.2,2.7,2.8,2.9,8.7,0.4,1.4,1.62,2.24,3.81,4.17,3.99,0.81,0.93,1.74,2.85,10.78,5.24,2.69,0.84,1.1,5.23,2.95,1.18,0.33,2128.8
202687,8847,Bismack Biyombo,N,Bismack,81,Biyombo,Center-Forward,Active,5,1610612753,Magic,255,186.0,0.0,104.0,0.0,2.0,24.0,0.0,0.0,0.0,24.0,101.0,0.0,69.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,186.0,101.0,0.027,0.3,1.5,0.4,3.9,2.7,1.6,64.0,19.4,2.5,2.2,2.2,6.4,0.3,0.8,0.9,1.75,3.8,4.29,4.04,0.62,0.69,1.31,2.53,7.3,3.11,1.66,0.44,0.89,3.23,1.7,0.64,0.13,714.88
202688,9117,Brandon Knight,N,Brandon,75,Knight,Guard,Active,5,1610612756,Suns,195,567.0,321.0,155.0,4.0,74.0,277.0,318.0,44.0,3.0,1.0,250.0,125.0,77.0,3.0,54.0,88.0,124.0,21.0,1.0,0.0,888.0,375.0,0.233,5.2,0.2,0.6,3.4,3.5,3.1,63.0,32.3,0.4,1.8,3.5,3.9,1.4,3.0,0.42,0.23,3.83,4.78,4.28,1.07,1.24,2.31,1.77,9.31,1.94,5.6,3.74,0.58,3.98,1.35,2.05,1.29,3193.0
202689,9690,Kemba Walker,N,Kemba,73,Walker,Guard,Active,5,1610612766,Hornets,184,701.0,280.0,129.0,3.0,132.0,355.0,273.0,75.0,7.0,4.0,293.0,85.0,41.0,2.0,92.0,113.0,84.0,43.0,1.0,1.0,981.0,378.0,0.169,5.1,0.5,1.2,3.0,4.6,3.8,62.0,34.2,0.6,1.5,4.3,3.5,1.4,1.6,0.43,0.28,3.6,4.77,4.19,1.01,1.38,2.39,2.76,13.26,2.48,8.02,4.44,1.03,5.5,1.5,2.97,1.52,4244.52
202690,10127,Jimmer Fredette,Y,Jimmer,0,Fredette,,Inactive,4,0,,0,118.0,48.0,21.0,0.0,16.0,50.0,46.0,26.0,2.0,4.0,54.0,9.0,7.0,0.0,13.0,15.0,7.0,14.0,2.0,4.0,166.0,63.0,0.211,1.2,0.0,0.1,0.6,0.9,0.9,50.0,10.2,0.2,0.9,0.8,0.8,0.3,0.7,0.14,0.02,3.86,4.84,4.37,0.31,0.43,0.74,1.17,3.91,0.93,1.81,1.16,0.54,1.74,0.67,0.53,0.3,510.14
202691,9779,Klay Thompson,N,Klay,79,Thompson,Guard,Active,5,1610612744,Warriors,215,754.0,545.0,88.0,14.0,111.0,316.0,367.0,145.0,178.0,46.0,363.0,239.0,45.0,11.0,84.0,95.0,133.0,82.0,106.0,23.0,1299.0,602.0,0.373,2.9,0.8,0.7,2.9,3.3,2.9,77.0,31.9,0.4,1.6,2.5,3.2,1.1,1.9,0.62,0.19,3.82,4.98,4.35,1.09,1.22,2.32,2.18,10.14,2.05,5.91,3.49,0.93,4.25,1.14,2.18,1.22,1814.89
202692,9252,Alec Burks,N,Alec,78,Burks,Guard,Active,5,1610612762,Jazz,214,232.0,68.0,37.0,1.0,44.0,106.0,67.0,29.0,1.0,1.0,95.0,26.0,9.0,1.0,30.0,32.0,25.0,9.0,1.0,1.0,300.0,121.0,0.163,3.0,0.2,0.9,3.5,4.8,3.9,27.0,33.3,0.7,2.4,3.6,4.2,0.6,1.9,0.63,0.41,3.89,4.46,4.19,1.06,1.26,2.33,1.56,10.56,3.11,5.89,3.67,0.78,5.3,2.22,2.3,1.37,1297.35
202693,9938,Markieff Morris,N,Markieff,82,Morris,Forward,Active,5,1610612764,Wizards,245,921.0,179.0,182.0,7.0,52.0,526.0,174.0,38.0,5.0,87.0,455.0,57.0,107.0,5.0,38.0,230.0,54.0,23.0,3.0,38.0,1100.0,512.0,0.32,2.3,0.5,0.5,4.8,2.8,2.2,82.0,31.5,1.3,3.0,2.7,6.2,1.2,2.1,1.4,0.83,3.47,3.9,3.67,0.93,1.0,1.93,2.77,11.01,4.07,4.17,2.02,1.13,5.06,2.43,1.5,0.71,2819.16
202694,9938,Marcus Morris,Y,Marcus,81,Morris,Forward,Active,5,1610612765,Pistons,235,450.0,313.0,84.0,4.0,25.0,246.0,305.0,59.0,8.0,20.0,219.0,112.0,47.0,3.0,20.0,103.0,108.0,33.0,4.0,6.0,763.0,331.0,0.405,1.6,0.2,0.3,3.9,1.4,0.9,81.0,25.2,0.9,2.3,1.4,4.8,0.8,0.9,0.92,0.58,3.82,4.26,4.04,0.82,0.88,1.7,1.65,8.8,2.93,4.22,2.81,0.65,3.84,1.77,1.42,0.94,2212.92
202695,9273,Kawhi Leonard,N,Kawhi,79,Leonard,Forward,Active,5,1610612759,Spurs,230,630.0,192.0,133.0,1.0,37.0,323.0,185.0,79.0,7.0,43.0,327.0,67.0,87.0,1.0,32.0,119.0,63.0,52.0,4.0,23.0,822.0,394.0,0.267,2.5,0.8,0.5,5.9,3.9,3.2,64.0,31.8,1.3,2.0,3.3,7.2,2.3,1.5,1.54,0.86,3.99,4.75,4.38,1.05,1.27,2.32,1.95,9.16,2.52,4.69,2.7,0.81,4.05,1.44,1.8,1.03,2074.24
202696,9521,Nikola Vucevic,N,Nikola,84,Vucevic,Center,Active,5,1610612753,Magic,260,1200.0,6.0,222.0,9.0,43.0,523.0,6.0,10.0,0.0,269.0,629.0,2.0,162.0,7.0,27.0,228.0,2.0,7.0,0.0,139.0,1206.0,631.0,0.332,2.0,0.7,0.6,7.7,2.9,2.2,74.0,34.2,3.2,3.0,2.9,10.9,0.7,2.0,1.87,2.44,3.56,4.06,3.81,1.04,1.13,2.17,4.36,13.96,5.46,4.14,1.49,1.93,6.85,3.24,1.68,0.55,2513.04
202697,9641,Iman Shumpert,N,Iman,77,Shumpert,Guard,Active,5,1610612739,Cavaliers,220,275.0,196.0,36.0,2.0,43.0,148.0,194.0,23.0,2.0,7.0,126.0,67.0,16.0,2.0,22.0,59.0,66.0,13.0,1.0,2.0,471.0,193.0,0.413,2.2,0.3,0.2,2.7,1.0,0.7,62.0,24.9,0.9,2.2,1.4,3.6,1.3,1.5,0.42,0.38,4.0,4.55,4.27,0.81,0.97,1.78,1.49,8.15,1.78,4.88,3.2,0.64,3.43,1.17,1.62,1.05,1745.3
202699,8891,Tobias Harris,N,Tobias,81,Harris,Forward,Active,5,1610612765,Pistons,235,710.0,239.0,182.0,5.0,83.0,310.0,237.0,73.0,2.0,20.0,355.0,87.0,110.0,4.0,66.0,103.0,87.0,36.0,0.0,9.0,949.0,442.0,0.285,1.8,0.5,1.0,5.3,3.6,2.8,68.0,34.8,1.1,2.0,2.8,6.3,1.0,1.7,0.93,0.72,3.77,4.49,4.13,1.1,1.29,2.4,2.14,10.97,2.84,5.99,3.41,0.81,4.87,1.84,2.22,1.19,2431.0
202700,9555,Donatas Motiejunas,Y,Donatas,84,Motiejunas,Forward-Center,Active,4,1610612745,Rockets,222,567.0,133.0,157.0,18.0,15.0,106.0,132.0,5.0,1.0,184.0,304.0,49.0,103.0,6.0,10.0,33.0,49.0,2.0,0.0,107.0,700.0,353.0,0.221,1.8,0.5,0.6,4.0,2.3,1.4,71.0,28.7,1.9,2.9,3.2,5.9,0.8,1.7,1.03,1.39,4.0,4.58,4.28,0.96,1.09,2.05,2.64,11.84,4.75,4.45,2.1,1.19,5.42,2.59,1.64,0.71,2819.6
202702,9860,Kenneth Faried,N,Kenneth,80,Faried,Forward,Active,5,1610612743,Nuggets,228,728.0,8.0,314.0,17.0,39.0,160.0,6.0,26.0,2.0,54.0,372.0,1.0,184.0,8.0,26.0,48.0,1.0,8.0,0.0,26.0,736.0,373.0,0.066,1.2,0.8,0.9,5.7,3.8,2.7,75.0,27.8,3.2,2.8,3.9,8.9,0.8,1.6,1.3,2.39,3.86,4.44,4.14,0.92,1.01,1.93,2.44,11.37,4.05,4.88,2.03,1.21,5.49,2.44,1.84,0.76,2028.75
202703,9411,Nikola Mirotic,N,Nikola,82,Mirotic,Forward,Active,2,1610612741,Bulls,238,311.0,313.0,111.0,22.0,32.0,114.0,308.0,7.0,5.0,12.0,154.0,99.0,67.0,16.0,20.0,31.0,98.0,4.0,1.0,7.0,624.0,253.0,0.401,1.2,0.7,0.4,4.2,3.5,2.8,82.0,20.2,0.8,2.1,2.7,4.9,0.7,1.1,1.07,0.47,3.81,4.42,4.12,0.64,0.75,1.38,1.65,7.99,2.96,3.38,1.61,0.52,3.51,1.78,1.21,0.54,1976.2
202704,9712,Reggie Jackson,Y,Reggie,75,Jackson,Guard,Active,5,1610612765,Pistons,208,755.0,241.0,105.0,8.0,156.0,310.0,234.0,156.0,7.0,10.0,360.0,72.0,40.0,6.0,117.0,95.0,66.0,89.0,6.0,3.0,996.0,432.0,0.132,6.0,0.1,0.9,3.5,2.8,2.4,77.0,29.5,0.7,2.2,2.7,4.2,0.8,2.4,0.45,0.23,3.63,4.43,4.03,0.9,1.08,1.98,1.77,10.13,2.53,5.83,3.88,0.77,4.56,1.65,2.14,1.38,3687.53
202706,9539,Jordan Hamilton,Y,Jordan,79,Hamilton,Guard-Forward,Active,5,1610612740,Pelicans,220,14.0,21.0,1.0,1.0,1.0,8.0,21.0,2.0,0.0,0.0,4.0,10.0,1.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,35.0,14.0,0.486,0.5,0.0,0.1,1.0,0.0,0.0,14.0,8.7,0.1,1.0,0.0,1.1,0.1,0.3,0.21,0.07,4.14,4.49,4.32,0.3,0.33,0.63,0.5,3.25,1.0,1.75,1.42,0.17,1.58,0.83,0.58,0.42,92.96
202708,10262,Norris Cole,N,Norris,74,Cole,Guard,Active,5,1610612740,Pelicans,175,382.0,175.0,47.0,10.0,88.0,172.0,171.0,61.0,4.0,2.0,175.0,54.0,18.0,5.0,54.0,59.0,51.0,36.0,3.0,1.0,557.0,229.0,0.294,3.4,0.2,0.4,1.9,1.1,0.8,75.0,24.4,0.2,1.7,1.2,2.1,0.8,1.3,0.31,0.01,3.82,4.69,4.26,0.75,0.97,1.73,1.37,5.97,1.05,3.55,2.16,0.5,2.47,0.69,1.28,0.74,3302.62
202709,9221,Cory Joseph,Y,Cory,75,Joseph,Guard,Active,5,1610612761,Raptors,190,367.0,44.0,100.0,2.0,67.0,141.0,44.0,49.0,0.0,4.0,191.0,16.0,47.0,1.0,54.0,51.0,16.0,31.0,0.0,4.0,411.0,207.0,0.142,2.4,0.2,0.4,1.9,1.8,1.3,79.0,18.3,0.6,1.3,1.8,2.4,0.6,0.8,0.34,0.29,4.26,5.04,4.65,0.64,0.78,1.42,1.85,7.11,1.53,3.73,2.05,0.8,2.97,0.93,1.24,0.61,2667.6
202710,9926,Jimmy Butler,N,Jimmy,79,Butler,Forward,Active,5,1610612741,Bulls,231,719.0,193.0,188.0,42.0,68.0,326.0,189.0,34.0,4.0,29.0,348.0,73.0,113.0,16.0,48.0,105.0,70.0,19.0,3.0,21.0,912.0,421.0,0.268,3.3,0.6,0.9,4.1,7.1,5.9,65.0,38.7,1.8,1.7,5.2,5.8,1.8,1.4,0.8,1.05,4.0,4.5,4.26,1.26,1.48,2.74,2.25,11.17,2.94,5.98,3.33,0.98,5.36,1.91,2.47,1.27,2338.05
202711,10075,Bojan Bogdanovic,N,Bojan,80,Bogdanovic,Guard,Active,2,1610612751,Nets,225,320.0,256.0,120.0,6.0,32.0,116.0,253.0,12.0,3.0,16.0,170.0,91.0,79.0,6.0,24.0,37.0,89.0,4.0,2.0,9.0,576.0,261.0,0.427,0.9,0.1,0.5,2.1,1.4,1.1,78.0,23.8,0.6,1.3,1.2,2.7,0.4,1.0,0.27,0.44,4.05,4.39,4.22,0.81,0.86,1.68,1.12,7.79,1.97,4.7,3.04,0.5,3.49,1.3,1.69,1.09,1131.78
202712,9941,Justin Harper,Y,Justin,0,Harper,,Inactive,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202713,10424,Kyle Singler,N,Kyle,80,Singler,Forward,Active,4,1610612760,Thunder,228,205.0,241.0,45.0,3.0,23.0,106.0,239.0,16.0,2.0,10.0,76.0,96.0,24.0,2.0,14.0,26.0,96.0,6.0,0.0,4.0,446.0,172.0,0.542,1.1,0.3,0.3,2.0,0.7,0.5,80.0,21.8,0.4,1.9,0.8,2.4,0.6,0.7,0.38,0.19,4.06,5.14,4.59,0.74,0.93,1.67,2.05,8.62,2.4,4.17,2.77,0.84,3.9,1.42,1.64,1.0,1717.46
202714,9706,Shelvin Mack,Y,Shelvin,75,Mack,Guard,Active,5,1610612762,Jazz,203,165.0,127.0,20.0,8.0,34.0,69.0,121.0,30.0,6.0,3.0,77.0,40.0,8.0,7.0,17.0,23.0,37.0,20.0,3.0,1.0,292.0,117.0,0.278,2.8,0.0,0.3,1.3,0.6,0.5,55.0,15.1,0.1,0.6,0.7,1.4,0.5,0.9,0.2,0.05,3.97,4.96,4.47,0.51,0.62,1.13,0.82,4.93,0.76,3.35,2.06,0.4,2.22,0.56,1.26,0.76,1482.25
202718,10250,Chandler Parsons,N,Chandler,82,Parsons,Forward,Active,5,1610612763,Grizzlies,230,482.0,347.0,87.0,33.0,141.0,154.0,344.0,34.0,3.0,8.0,251.0,132.0,48.0,22.0,92.0,53.0,130.0,16.0,2.0,4.0,829.0,383.0,0.377,2.4,0.3,0.6,3.9,2.9,2.1,66.0,33.1,1.0,2.1,2.8,4.9,1.0,1.5,0.7,0.47,3.92,4.71,4.3,1.11,1.27,2.38,1.64,8.76,2.0,5.12,3.3,0.68,3.92,1.33,1.91,1.21,2515.26
202720,10049,Jon Leuer,Y,Jon,82,Leuer,Forward,Active,5,1610612765,Pistons,228,244.0,29.0,64.0,3.0,12.0,136.0,29.0,6.0,0.0,9.0,114.0,7.0,44.0,2.0,7.0,48.0,7.0,2.0,0.0,1.0,273.0,121.0,0.465,0.7,0.1,0.2,2.5,0.9,0.6,63.0,13.1,0.8,1.4,0.8,3.3,0.3,0.6,0.72,0.49,4.05,4.77,4.4,0.44,0.52,0.96,1.22,5.12,1.88,2.02,0.98,0.36,2.25,1.12,0.77,0.27,1061.55
202721,9450,Darius Morris,Y,Darius,76,Morris,Guard,Active,3,1610612751,Nets,195,73.0,33.0,18.0,1.0,15.0,31.0,33.0,3.0,0.0,3.0,29.0,7.0,9.0,0.0,11.0,5.0,7.0,1.0,0.0,2.0,106.0,36.0,0.171,1.3,0.0,0.1,0.5,0.2,0.1,38.0,7.9,0.2,0.5,0.4,0.7,0.2,0.6,0.16,0.11,4.38,4.7,4.53,0.3,0.3,0.6,0.52,2.93,0.48,1.93,1.38,0.21,1.24,0.34,0.69,0.48,500.61
202723,9676,Malcolm Lee,Y,Malcolm,0,Lee,,Inactive,2,0,,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,9.2,2.93,0.09,0.05,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
202726,10207,Andrew Goudelock,Y,Andrew,75,Goudelock,Guard,Active,3,1610612745,Rockets,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202730,10148,Lavoy Allen,N,Lavoy,81,Allen,Forward-Center,Active,5,1610612754,Pacers,260,299.0,0.0,58.0,1.0,2.0,167.0,0.0,4.0,0.0,24.0,141.0,0.0,41.0,0.0,1.0,57.0,0.0,2.0,0.0,11.0,299.0,141.0,0.449,1.2,0.7,0.2,3.2,0.7,0.5,63.0,17.0,2.0,1.6,0.8,5.1,0.2,0.6,0.82,1.45,3.85,4.16,4.01,0.52,0.61,1.13,1.93,7.25,3.05,2.27,0.83,0.65,3.25,1.72,0.88,0.22,1393.85
202732,10458,DeAndre Liggins,Y,DeAndre,78,Liggins,Guard,Active,3,1610612739,Cavaliers,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202734,10127,E'Twaun Moore,N,E'Twaun,76,Moore,Guard,Active,5,1610612740,Pelicans,191,101.0,38.0,19.0,3.0,5.0,48.0,37.0,20.0,1.0,2.0,49.0,13.0,11.0,1.0,4.0,14.0,13.0,15.0,0.0,1.0,139.0,62.0,0.235,0.6,0.1,0.2,0.6,0.4,0.2,56.0,9.0,0.2,0.8,0.4,0.8,0.4,0.3,0.07,0.07,4.05,4.59,4.33,0.3,0.34,0.64,1.02,3.9,0.95,1.93,0.9,0.52,1.7,0.53,0.65,0.33,483.63
202738,10145,Isaiah Thomas,N,Isaiah,69,Thomas,Guard,Active,5,1610612738,Celtics,185,450.0,346.0,83.0,5.0,123.0,179.0,323.0,57.0,23.0,1.0,206.0,129.0,34.0,2.0,86.0,52.0,115.0,31.0,14.0,0.0,796.0,335.0,0.27,4.2,0.1,0.8,1.8,5.2,4.5,67.0,25.8,0.5,2.2,4.1,2.3,0.9,2.1,0.31,0.18,3.57,4.45,4.0,0.79,0.92,1.72,1.51,6.79,1.1,4.18,2.64,0.61,2.81,0.72,1.48,0.85,2765.76
202779,10118,Dwight Buycks,Y,Dwight,0,Buycks,,Inactive,1,0,,0,29.0,11.0,6.0,0.0,6.0,16.0,11.0,1.0,0.0,0.0,11.0,7.0,0.0,0.0,5.0,5.0,7.0,1.0,0.0,0.0,40.0,18.0,0.1,2.3,0.0,0.8,1.7,1.7,1.5,6.0,20.5,0.3,0.5,1.7,2.0,0.5,2.0,0.0,0.17,3.58,4.44,4.08,0.57,0.82,1.4,0.67,5.0,2.0,2.33,1.5,0.0,2.67,2.0,0.67,0.33,180.0
202952,10236,Malcolm Thomas,Y,Malcolm,0,Thomas,,Inactive,3,0,,0,33.0,7.0,18.0,0.0,1.0,8.0,7.0,0.0,0.0,3.0,18.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,18.0,0.256,0.4,0.1,0.3,2.4,0.8,0.5,17.0,11.4,0.9,1.0,0.7,3.3,0.2,0.8,0.71,0.83,3.94,4.63,4.32,0.37,0.45,0.82,0.68,4.75,2.63,1.44,0.75,0.37,2.56,1.69,0.5,0.19,356.32
202962,9445,Greg Smith,Y,Greg,82,Smith,Center,Active,5,1610612750,Timberwolves,250,49.0,0.0,30.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,30.0,0.0,18.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,49.0,30.0,0.0,0.2,0.3,0.2,1.3,0.9,0.5,42.0,8.6,0.6,1.3,0.6,1.9,0.2,0.3,0.47,0.5,3.68,4.1,3.88,0.27,0.29,0.56,1.03,5.0,2.03,1.94,0.67,0.42,2.45,1.18,0.85,0.24,278.8
203076,8652,Anthony Davis,N,Anthony,83,Davis,Forward-Center,Active,4,1610612740,Pelicans,253,1187.0,12.0,312.0,8.0,63.0,641.0,12.0,42.0,0.0,47.0,641.0,1.0,217.0,7.0,54.0,253.0,1.0,32.0,0.0,22.0,1199.0,642.0,0.276,2.2,2.9,0.8,7.7,6.8,5.5,68.0,36.1,2.5,2.1,5.5,10.2,1.5,1.4,2.59,1.98,3.56,4.13,3.85,1.06,1.26,2.32,2.69,14.44,5.94,5.81,2.79,0.8,5.75,3.16,1.79,0.76,2403.8
203077,8453,Michael Kidd-Gilchrist,N,Michael,79,Kidd-Gilchrist,Forward,Active,4,1610612766,Hornets,232,482.0,0.0,151.0,6.0,70.0,224.0,0.0,19.0,0.0,2.0,224.0,0.0,73.0,3.0,54.0,80.0,0.0,8.0,0.0,0.0,482.0,224.0,0.201,1.4,0.7,1.1,5.6,3.9,2.7,55.0,28.9,2.0,2.1,3.1,7.6,0.5,1.1,1.11,1.24,4.17,4.62,4.4,0.99,1.13,2.12,2.04,9.04,2.42,4.58,2.69,0.93,3.95,1.22,1.8,1.04,1461.35
203078,8543,Bradley Beal,N,Bradley,77,Beal,Guard,Active,4,1610612764,Wizards,207,592.0,259.0,92.0,15.0,43.0,343.0,245.0,61.0,14.0,7.0,257.0,106.0,43.0,14.0,36.0,88.0,95.0,40.0,11.0,6.0,851.0,363.0,0.33,3.1,0.3,0.8,2.9,2.6,2.1,63.0,33.5,0.9,2.2,2.3,3.8,1.2,2.0,0.62,0.43,3.98,4.75,4.37,1.13,1.31,2.43,1.93,10.22,1.97,6.32,3.83,0.99,4.51,1.33,2.19,1.11,2316.51
203079,9109,Dion Waiters,N,Dion,76,Waiters,Guard,Active,4,1610612748,Heat,220,700.0,246.0,135.0,8.0,178.0,298.0,244.0,64.0,2.0,6.0,302.0,73.0,62.0,2.0,98.0,99.0,73.0,33.0,0.0,1.0,946.0,375.0,0.221,2.0,0.3,0.7,1.9,2.2,1.5,80.0,27.6,0.5,1.9,1.8,2.4,1.1,1.4,0.11,0.22,3.72,4.21,3.96,0.87,0.95,1.82,1.75,8.86,2.29,4.82,3.15,0.78,3.94,1.49,1.67,1.06,1595.8
203080,9377,Thomas Robinson,N,Thomas,82,Robinson,Forward,Active,4,1610612747,Lakers,237,258.0,2.0,109.0,4.0,11.0,91.0,2.0,9.0,0.0,8.0,126.0,0.0,63.0,2.0,8.0,23.0,0.0,8.0,0.0,5.0,260.0,126.0,0.097,0.6,0.4,0.5,3.9,2.0,1.0,54.0,14.8,1.8,1.9,1.6,5.6,0.6,1.1,1.39,1.2,4.01,4.51,4.27,0.48,0.57,1.05,1.09,5.43,2.24,2.1,1.06,0.43,2.45,1.22,0.8,0.35,1063.26
203081,9622,Damian Lillard,N,Damian,75,Lillard,Guard,Active,4,1610612757,Trail Blazers,195,788.0,572.0,126.0,13.0,248.0,280.0,530.0,87.0,42.0,10.0,394.0,196.0,56.0,9.0,181.0,83.0,174.0,41.0,22.0,6.0,1360.0,590.0,0.19,6.2,0.3,0.8,4.0,4.9,4.2,82.0,35.7,0.6,2.0,4.4,4.6,1.2,2.7,0.54,0.22,3.73,4.67,4.21,1.08,1.42,2.5,2.48,10.7,2.17,6.05,2.96,1.07,4.79,1.63,2.09,0.96,5076.62
203082,9417,Terrence Ross,N,Terrence,79,Ross,Forward,Active,4,1610612761,Raptors,195,363.0,389.0,49.0,8.0,37.0,158.0,377.0,78.0,12.0,12.0,164.0,145.0,28.0,2.0,18.0,56.0,141.0,35.0,4.0,7.0,752.0,309.0,0.471,1.0,0.3,0.4,2.4,0.7,0.5,82.0,25.5,0.4,1.7,0.6,2.8,0.6,0.8,0.37,0.08,4.01,4.56,4.28,0.84,0.99,1.82,1.79,9.16,2.14,5.23,3.15,0.74,4.23,1.35,2.14,1.17,1238.2
203083,8500,Andre Drummond,N,Andre,83,Drummond,Center,Active,4,1610612765,Pistons,279,959.0,2.0,472.0,5.0,14.0,89.0,2.0,5.0,0.0,184.0,494.0,0.0,296.0,4.0,11.0,10.0,0.0,2.0,0.0,78.0,961.0,494.0,0.012,0.7,1.9,0.7,8.1,4.5,1.7,82.0,30.5,5.3,3.5,3.3,13.5,0.9,1.5,2.38,4.27,3.88,4.12,4.0,0.98,1.05,2.03,3.17,12.5,5.94,3.39,1.07,1.45,6.04,3.29,1.3,0.34,1788.42
203084,8937,Harrison Barnes,N,Harrison,80,Barnes,Forward,Active,4,1610612742,Mavericks,225,441.0,215.0,98.0,11.0,61.0,137.0,147.0,68.0,68.0,15.0,229.0,87.0,54.0,7.0,43.0,37.0,47.0,36.0,40.0,7.0,656.0,316.0,0.368,1.4,0.2,0.4,4.1,1.8,1.3,82.0,28.3,1.4,1.8,1.4,5.5,0.7,0.9,0.87,0.75,4.02,5.05,4.51,1.02,1.11,2.13,2.16,9.13,2.46,4.51,2.65,1.0,4.1,1.49,1.61,0.94,2236.96
203085,8874,Austin Rivers,N,Austin,76,Rivers,Guard,Active,4,1610612746,Clippers,200,365.0,130.0,76.0,5.0,72.0,123.0,126.0,72.0,4.0,4.0,164.0,39.0,30.0,2.0,57.0,27.0,38.0,37.0,1.0,4.0,495.0,203.0,0.222,2.0,0.2,0.3,1.6,1.7,1.1,76.0,20.6,0.4,1.9,1.4,2.0,0.6,0.9,0.25,0.12,3.97,4.61,4.29,0.67,0.8,1.48,1.48,6.17,1.36,3.33,2.04,0.67,2.93,0.88,1.38,0.75,1858.2
